parameterization,date,smoothed_dpi,smoothed_pai
Uribe-A mode 6,1987,0.0311326830377653,1.18998932187875
Uribe-A mode 6,1987.25,0.0800294666378705,1.22112200491651
Uribe-A mode 6,1987.5,0.0448374822544292,1.30115147155438
Uribe-A mode 6,1987.75,0.0587815118618517,1.34598895380881
Uribe-A mode 6,1988,-0.0112832920964684,1.40477046567066
Uribe-A mode 6,1988.25,0.0891385517291947,1.3934871735742
Uribe-A mode 6,1988.5,0.0760687890505459,1.48262572530339
Uribe-A mode 6,1988.75,0.0392298891691139,1.55869451435394
Uribe-A mode 6,1989,0.0775481352943781,1.59792440352305
Uribe-A mode 6,1989.25,0.00691667454996407,1.67547253881743
Uribe-A mode 6,1989.5,-0.0748744322421932,1.68238921336739
Uribe-A mode 6,1989.75,-0.040450641064803,1.6075147811252
Uribe-A mode 6,1990,0.00552926437417701,1.5670641400604
Uribe-A mode 6,1990.25,0.0229145443946051,1.57259340443457
Uribe-A mode 6,1990.5,-0.0177600307277206,1.59550794882918
Uribe-A mode 6,1990.75,-0.0716267752856362,1.57774791810146
Uribe-A mode 6,1991,-0.122363746520972,1.50612114281582
Uribe-A mode 6,1991.25,-0.0378466051708946,1.38375739629485
Uribe-A mode 6,1991.5,-0.032188250354995,1.34591079112396
Uribe-A mode 6,1991.75,-0.102205632070638,1.31372254076896
Uribe-A mode 6,1992,-0.0636565753873682,1.21151690869832
Uribe-A mode 6,1992.25,-0.000233678524604677,1.14786033331095
Uribe-A mode 6,1992.5,-0.0297295293698317,1.14762665478635
Uribe-A mode 6,1992.75,0.00593800115875257,1.11789712541652
Uribe-A mode 6,1993,-0.014322974982395,1.12383512657527
Uribe-A mode 6,1993.25,-0.00899391691909569,1.10951215159287
Uribe-A mode 6,1993.5,-0.0152583414803819,1.10051823467378
Uribe-A mode 6,1993.75,-0.0120018843277188,1.0852598931934
Uribe-A mode 6,1994,-0.00394206011199419,1.07325800886568
Uribe-A mode 6,1994.25,0.0554607857492176,1.06931594875368
Uribe-A mode 6,1994.5,0.0148717915100457,1.1247767345029
Uribe-A mode 6,1994.75,0.0438134844027415,1.13964852601295
Uribe-A mode 6,1995,0.0168445844360238,1.18346201041569
Uribe-A mode 6,1995.25,-0.0216672692371905,1.20030659485171
Uribe-A mode 6,1995.5,-0.0384991664811241,1.17863932561452
Uribe-A mode 6,1995.75,-0.0295837228493213,1.1401401591334
Uribe-A mode 6,1996,-0.0503130856705712,1.11055643628408
Uribe-A mode 6,1996.25,-0.00441189610016549,1.06024335061351
Uribe-A mode 6,1996.5,-0.012934299159691,1.05583145451334
Uribe-A mode 6,1996.75,-0.00505860327899257,1.04289715535365
Uribe-A mode 6,1997,-0.0320202538664938,1.03783855207466
Uribe-A mode 6,1997.25,0.0104397007270175,1.00581829820816
Uribe-A mode 6,1997.5,-0.0147564036158902,1.01625799893518
Uribe-A mode 6,1997.75,-0.0302649723576942,1.00150159531929
Uribe-A mode 6,1998,-0.0152029521719425,0.971236622961596
Uribe-A mode 6,1998.25,-0.00272435818629269,0.956033670789653
